participant_id,condition,nfc_z,knowledge_z,ai_literacy_z,trust_z,calibration_z,performance,ai_error_detection,miscalibration,retention,transfer,reconstruction,t2_complete,attn_pass,css_01,css_02,css_03,css_04,css_05,css_06,css_07,css_08,css_09,css_10,css_11,css_12,css_13,css_14,css_15,css_16,css_17,css_18,css_19,css_20
187,Fortified AI,0.6526714681358943,-0.5613261720055672,0.6624570448908994,-0.292300269874379,0.4941240896483138,0.7721484434622219,0.7,-0.46947310475545845,0.2982796710719009,0.19911896038514887,2.2027656874871515,True,True,3,2,5,3,1,2,2,2,3,3,4,2,3,3,3,3,3,3,2,4
188,Fortified AI,-0.9893795871739057,-0.26188377800604956,0.14065771668440685,0.3526451963151529,0.22240993864308192,0.8334100486193416,0.8,1.848608692311865,1.665765812996369,0.909492346583125,-1.3793805672778279,True,True,4,3,3,2,3,4,2,2,4,3,3,4,4,4,3,1,3,2,2,4
189,Fortified AI,2.4081659649975973,-1.3999365573707976,1.4635784486529122,-0.647775380940905,-0.26775498538186765,1.8324435964647727,0.7,-0.15287885192874467,-0.8762706666398137,-1.3527427301113324,-1.2418294943421173,True,True,3,3,1,1,4,4,2,5,3,4,1,5,5,4,2,4,4,3,2,5
190,Fortified AI,1.168223995042181,0.3521839043874952,-0.26625236617333814,0.10585511729456536,-0.41435749181711384,1.1151386613905854,0.6,0.9086774195945978,-1.1184304653255497,-0.36295195396474045,-1.3024270861467997,True,True,4,5,3,2,5,5,1,5,5,5,1,5,5,5,2,5,5,4,2,5
191,Fortified AI,-1.0424248872741109,-0.42794926735379957,-1.1529570606111779,0.05534526818404793,0.6167925764468737,0.7482420893736081,0.6,1.576835932718885,0.1268480079109898,0.551526717118387,-0.2113226947157989,True,True,3,4,2,2,2,5,3,4,4,4,2,5,5,5,2,4,5,4,1,4
192,Fortified AI,0.8711721563604541,-0.021360219522128215,1.0014408296540003,-0.7859085066839613,0.41765606684734236,1.340143154266387,0.9,0.9666166045988668,-0.0751679549233871,0.6874995528801773,0.818770914016645,True,True,5,5,1,1,4,5,1,4,5,5,2,4,5,5,1,3,5,4,3,5
193,Fortified AI,1.0645802126521657,-0.7640806481739806,-1.357061599260663,0.09927837633159618,-1.0248500314120637,1.2168985070549123,0.5,-1.0534079532533995,-0.7668243063370254,0.3672073042953095,-1.9283653408942918,True,True,4,3,3,4,4,5,3,5,4,4,2,3,3,4,2,5,3,3,3,5
194,Fortified AI,-0.32811937877569936,0.013508089226901089,0.7117178427511042,-0.29050735366338526,-0.7876584393037842,0.6682353415975468,0.5,0.5823389018033686,-2.1213499547590278,-0.6548610221708112,-0.9402374529913855,True,True,4,5,3,3,4,3,2,5,3,4,2,3,4,4,2,3,5,4,2,3
195,Fortified AI,0.8008090094290143,0.5071140239586622,-1.314812313862648,0.6822045087341472,-0.6490181062785407,1.5231769102108836,0.8,1.3358039856444646,0.8888880659881775,-1.5367753841410632,2.033841494733577,True,True,4,4,1,2,5,4,2,5,5,3,3,5,4,4,1,4,4,3,2,3
196,Fortified AI,0.9757539760514117,-0.8249390335342003,-0.060130001754815796,-0.9682938347349531,-1.1710199783534225,-0.02913128966623524,0.8,-0.8935757957944479,-2.5274155738507353,-0.5638932229351513,-1.0303287213778674,True,True,5,4,2,1,5,4,2,4,3,5,1,5,4,5,2,3,4,5,1,3
197,Fortified AI,0.9074327859066703,1.3625845242579993,-0.7202189516245383,-0.21383394128416477,-0.7427284096400891,3.019063281851686,0.6,-0.30049271336574673,0.11630828256725612,0.336226720317802,0.37209071890166573,True,True,4,5,3,1,4,3,2,4,3,5,1,4,3,3,2,3,4,4,2,5
198,Fortified AI,0.8675414075180446,0.2948205427387985,0.02179872761624202,-1.7988505942522126,0.9329573262651005,-0.7573946372731363,0.5,-0.7354981271599238,-0.7829178537805379,-0.5819072636791454,0.8138813245730266,True,True,4,2,2,3,2,4,2,3,5,4,1,5,4,4,3,4,4,3,3,2
199,Fortified AI,-1.6290409610240637,-0.5064777715129613,-0.025007576779371515,-0.6061434526357279,-1.257757285722003,0.841803138188383,0.2,-1.867249622947759,-0.16960324087986023,0.19647610712750285,-0.31121879358918875,True,True,1,3,5,3,1,1,4,1,2,2,5,1,1,2,4,2,2,3,5,2
200,Fortified AI,0.9109456100858182,-1.212657147948653,0.1615987887311294,-1.5699344043878296,-0.7487130100737331,-0.45832190133891937,0.7,-2.6662881416643436,0.5501152063996921,0.09493301025466051,-0.2662220019801686,True,True,3,2,2,3,3,2,2,4,4,4,2,4,4,3,2,4,5,3,2,4
201,Fortified AI,-0.6051462558527765,0.9010912880618523,0.8474194704525706,1.0645356694977497,1.7868547265823773,-0.3765949368107182,0.8,-0.405290314978068,,,,False,True,3,3,3,2,2,2,3,3,3,5,3,3,5,4,3,4,4,4,1,4
202,Fortified AI,0.6572708290057283,-1.073971582143778,0.3992824653646498,1.2260761417681958,-1.2842138169946675,0.911682403200565,0.7,1.1726823411856557,-1.1162121713240147,0.5701311254201754,0.7959005448581209,True,True,5,5,1,2,5,3,2,4,5,5,2,4,5,4,1,5,4,4,2,4
203,Fortified AI,0.3820059690707661,0.5540527131407593,-0.9640755497635175,0.008569185400266242,1.0473604491833346,0.4730970353938607,0.9,-1.2423880052988516,,,,False,True,1,3,4,5,2,3,4,3,3,4,5,4,3,2,2,4,1,1,3,2
204,Fortified AI,0.9701879795500357,2.1413625157863376,-1.7132834142998044,1.406481531779647,-1.3810066464720026,1.3289704887721479,0.7,-2.919266292808383,-0.29473345639201504,-1.1498677693137092,0.6940916070058446,True,True,5,3,1,2,3,5,2,4,5,3,3,4,3,5,2,5,5,5,1,3
205,Fortified AI,-0.5209946528228203,0.9201605555470624,-0.11122141100127725,0.1265817256212894,1.732483370255075,0.6512077433329133,0.9,-0.4304056389599683,1.7036018289436816,-0.04463873636710243,0.9715170437586589,True,True,2,2,4,4,2,3,3,1,3,3,4,4,3,2,5,2,2,3,4,2
206,Fortified AI,-1.5555944968994972,-1.1700890801137345,0.39255284620094477,0.5020992806997432,0.47393498110756316,-0.3247152524698931,0.3,1.49213487372009,,,,False,True,2,4,2,4,3,3,2,4,3,3,2,5,5,5,3,3,3,3,4,3
207,Fortified AI,-0.2132778972697994,1.8924488200544352,-0.14957996013391453,-0.8899164905760935,0.04471265494196355,1.5129014291365928,0.7,1.3816472821750359,,,,False,True,3,3,3,3,4,3,2,4,2,4,2,4,3,5,1,3,5,5,2,4
208,Fortified AI,-1.0163361258749692,0.029082037049734433,-1.1146330123309685,1.5657498257944125,0.9382893859277152,1.1062306239194384,0.7,2.4655217599516286,1.1477404883528584,0.14084237034562777,0.8207150721844916,True,True,4,2,5,4,3,3,3,1,3,2,3,3,2,3,4,3,4,3,3,4
209,Fortified AI,0.8596878188722783,-1.01825763200097,0.2969198025373366,-0.86302770999931,-0.016934364946278927,1.1427115556627478,0.0,-0.3888071065992462,-1.2692012995740751,0.2257059782626881,0.08003020483646302,True,True,3,3,3,3,3,5,3,2,4,3,3,3,3,3,4,2,3,4,4,2
210,Fortified AI,0.10896224043757127,-1.2851185137764507,1.7409867443961324,-1.3283973486751692,0.25719392500916055,1.7993253595457368,0.4,-1.223570182049001,-1.706086124111105,-1.0089039537095539,-0.6741794465608634,True,True,4,4,3,4,3,2,3,3,3,1,4,3,2,2,5,3,2,3,4,3
211,Fortified AI,2.5265330083859823,1.2494988103041471,0.13779849034779174,0.4862621727379589,0.261023064016758,1.4748348640195648,0.8,-1.0644729071533439,,,,False,False,5,5,1,1,5,4,2,5,5,3,1,5,5,5,2,4,4,4,1,5
212,Fortified AI,-0.7676479705164002,1.5298685787058275,1.9054263641863838,2.2517853566424124,0.3180109635644531,-0.6896996437621797,0.7,-0.6612189909083752,1.362194579748691,1.0792985041338676,-2.9066544874313767,True,True,4,4,4,2,3,3,3,3,3,2,2,2,3,4,1,3,4,2,2,4
213,Fortified AI,1.0033606370393287,-0.8588447657498185,0.05594531764843676,0.1254089353879769,0.9028989033186259,2.9216659851127194,0.4,-1.3327669376105389,-0.7311389553749668,0.13361098439646504,1.492178599451801,True,True,3,3,4,1,3,2,2,4,2,3,3,3,3,2,4,3,1,4,3,4
214,Fortified AI,-1.6075343317919326,1.711098885200558,-0.5168009186650603,-1.2947607049785141,0.7265495679229907,2.066411158455577,0.8,0.013278028028161568,0.566601603008081,1.109452313740758,0.5245964306275941,True,True,2,2,4,5,3,2,5,2,1,1,4,1,1,2,4,1,1,2,4,1
215,Fortified AI,-0.3347855579755788,-0.739756114931841,0.08705399576033256,0.373024714878993,-0.776285838424886,-0.6147176908786564,0.5,-1.1317174932640326,-2.340832838647587,-0.3287124895237903,-1.6174210835321656,True,True,2,3,2,3,4,3,3,4,4,3,3,4,4,3,2,3,3,3,3,3
216,Fortified AI,-0.6962273798715088,-0.7283581299482758,0.6776894538944507,0.10974200117968709,1.0973179845132581,1.9958559827906526,0.5,-1.6994743983298808,1.3727458036235887,-0.1970618723290445,-0.5732370042503687,True,True,2,2,4,3,4,2,2,4,1,4,4,4,2,3,3,3,4,3,4,3
217,Fortified AI,-0.4475099183556056,0.905171703221626,-1.7322138605324853,0.748145627714863,-0.41479624049303554,0.11675042144074749,0.6,-0.8927556713585996,-0.9139960099917908,0.8119342090726508,0.47960413246985595,True,True,2,2,3,1,2,4,2,3,3,3,3,3,3,3,4,3,4,2,3,2
218,Fortified AI,0.8787750422785763,-0.8217882803827624,-1.4562434423618353,-0.10948133567557279,1.2596269194377707,0.6876178446854685,0.7,-1.6795693427982632,0.19372046370464957,0.5365412252843201,-0.604076643060194,True,False,3,2,2,2,3,4,3,3,4,4,2,2,2,4,2,4,3,4,3,4
219,Fortified AI,0.6272768318464168,0.2360477853546182,1.6608772872682875,-0.039747549637056664,-0.8120678241005203,-0.7070745307852545,0.5,-2.9816286299357104,-0.8347073522670909,-1.0925763072542345,0.42033523286826274,True,True,5,5,2,3,3,4,1,5,4,5,1,5,4,5,3,5,4,3,2,3
220,Fortified AI,-0.49306017306674743,-0.12492641105643304,-0.8757285340772749,-1.4751390707094367,-0.7323104724718531,1.501994221955198,0.6,-1.6170840652414586,1.5302034475077868,0.03812230831748825,-0.9738542223316865,True,True,1,3,4,3,2,2,3,4,2,2,4,1,3,1,4,2,3,3,4,3
221,Fortified AI,-0.3493111413972001,-0.46044537961054294,0.15116900179217777,0.6733050970791831,-0.2643561115088547,0.809017647833401,1.0,0.9159043579122635,-1.5185029110080905,-0.9380235691311444,-0.0637103192973999,True,False,3,1,3,3,1,3,3,2,2,1,2,3,1,2,4,2,4,3,3,1
222,Fortified AI,0.26037974364293914,-0.3265921576416576,0.20073585884777234,-0.7217567914532244,-0.683892942591344,0.8910342167768769,0.4,-0.7935726107402279,-1.9626188370072972,0.7142781945372344,0.013217524685536525,True,True,3,3,3,4,2,3,3,3,2,2,3,3,3,2,2,3,3,3,5,2
223,Fortified AI,1.1022326549558625,1.6969249644100943,-0.5353602670711262,0.1325649542140115,1.6563977547212536,1.8327604810436413,1.0,0.3569105167357487,-0.3361046196370161,0.3934732257345259,0.2830511643455168,True,True,3,5,3,3,2,3,2,2,3,4,2,2,2,2,3,3,4,2,4,2
224,Fortified AI,0.35867884350031476,-0.005342433841432202,-1.0678613046267218,1.022674828022805,-0.4587814201727752,2.164031726037091,0.3,0.002450751618834013,0.4313652650248464,0.028691481938821123,-1.5134414463673096,True,True,3,4,2,3,4,4,1,2,4,4,3,5,3,3,3,4,2,4,4,4
225,Fortified AI,-0.7910467621909276,-0.6428690648288443,1.7756956586386632,-0.20955460286393626,-0.28235684215314477,0.5311189774805374,0.8,0.48937438031392755,-1.8744205131400151,-0.91405765470255,0.33411962881150986,True,True,3,3,3,3,4,3,3,3,3,2,2,4,4,2,2,1,3,4,3,4
226,Fortified AI,-0.6664627101786881,1.1865148256287277,0.1999229814601951,1.7063013132674767,0.31925935244371045,2.3763899625824645,0.7,1.3638578271276052,-1.93998870213295,-0.5723745294380261,0.9904050080364706,True,True,2,1,3,4,3,2,3,3,2,3,4,3,2,2,3,4,3,3,3,3
227,Fortified AI,0.1412831673304928,1.2276865744656826,0.3223075210091947,0.017578352226386672,1.88887439977559,-0.0204630699732683,0.6,0.8202444412730908,0.12541789011746138,2.299543921264117,-0.3449446234053989,True,True,2,3,3,4,4,3,3,3,2,2,4,2,2,2,4,3,3,3,3,2
228,Fortified AI,1.6509350957315334,-0.12806587991890978,-0.9425252699593748,-0.8598347681401832,0.8577250803289548,3.716356331120766,0.6,-0.9608399304238492,-0.7786194526863455,-1.3585067083415858,0.5324888604605679,True,True,4,5,2,1,5,5,2,5,5,4,2,5,5,5,1,4,5,4,1,5
229,Fortified AI,1.0814382812038592,-1.0331120473255844,-0.43041644844243143,0.3296580795296074,-0.8559173880987402,1.204791252423998,0.5,0.3420193093536892,0.18861018119534234,-0.41300686123886704,-0.50781807172587,True,True,2,5,3,2,2,3,3,5,3,3,2,4,4,4,2,4,3,5,2,4
230,Fortified AI,-0.6904258739167464,-0.13259533829460649,2.152329470419044,-1.658446919525887,0.3892642478192361,-0.2497917039110067,0.5,1.253853130078604,1.7749601977043115,-0.4859243319238171,0.9490646001991158,True,True,1,2,3,4,2,1,5,3,2,1,5,3,2,1,3,1,1,2,4,2
231,Fortified AI,0.657819619275817,-1.3926994287058694,0.9354199526127122,0.9043203956817486,-0.5134943842698948,0.3224954206381547,0.4,2.448685079286029,-0.10673901043030576,-0.23553547656371843,0.6933399168468095,True,True,1,2,4,4,3,3,4,1,3,4,3,4,2,2,5,2,2,2,3,3
232,Fortified AI,-0.41547315890773096,-0.6454856670386183,1.933847048434221,0.8046832330605117,-3.309155214660746,3.245182663715764,0.6,-0.3148325552285316,-1.5589818019017039,1.2798524251151728,1.437962832759182,True,True,2,4,4,4,2,3,3,2,3,1,3,3,2,1,4,2,2,1,3,3
233,Fortified AI,0.8420668409403821,-0.5103200342714036,0.1519104873255489,0.7286311033795697,-0.4874029396045256,0.6298852868664169,0.6,0.5235753030510072,-1.393559012087731,-0.8447578919951779,-1.1776786566926616,True,True,3,3,3,2,5,3,3,3,5,3,5,3,3,4,2,3,3,2,1,4
234,Fortified AI,1.3370517975362675,0.2556279821115708,-0.0758896967989956,0.4660721519254557,1.9453466159354138,1.7830064109479888,0.3,-0.8782594080458039,0.5509798461506814,1.0510612007531854,1.5636043766120928,True,True,3,2,4,3,4,2,2,4,4,3,4,3,4,4,2,3,2,3,4,5
235,Fortified AI,-0.3325729261402211,-0.839220270459427,-0.17442577220532024,0.30958851664114867,1.2695098538306702,0.893816504382505,0.6,-1.3309641345139323,1.1482044224354366,0.3025752933092122,1.0291282497879233,True,True,3,4,1,2,3,4,1,3,4,3,4,4,5,5,4,3,4,5,3,3
236,Fortified AI,-0.2513694889232118,-0.2970494796076013,-0.5422285125753877,-2.0104126352887426,0.11630932376874976,0.07096647268310763,0.7,-0.6198193105138481,0.43790706324580103,0.16239310451364283,1.275448347596618,True,True,3,2,2,2,4,4,1,4,3,2,2,3,4,2,2,4,4,3,4,3
237,Fortified AI,1.7459207050529737,1.0322401697572692,-0.35004999145970506,0.824848100692712,-0.19646459052949986,0.2608924988428181,0.5,1.8227794071617627,-1.0560314852314727,-1.1406970373176122,1.1226372189644527,True,True,3,4,2,3,4,3,2,2,4,3,4,3,3,4,4,4,4,3,3,2
238,Fortified AI,-0.8032996524592833,-0.7859703579535986,-1.4208967265955186,0.14634513090442533,-1.697494451409272,1.142898092277819,0.5,-1.0258164108810588,0.2663359722321039,-0.408068460564797,0.725298958300916,True,True,5,4,3,2,5,5,2,3,5,5,2,4,4,4,1,4,3,5,2,4
239,Fortified AI,-1.2031998887941104,2.168396938248037,0.38804094335793127,-0.10502638135756265,-1.0148450529696293,0.28736553895186334,0.9,-1.0450631225042024,-1.3275550802341716,-0.5590904098243255,-1.1358916265703567,True,True,4,4,2,5,4,4,3,4,4,4,3,4,4,4,3,3,4,3,3,4
240,Fortified AI,-2.1611029831138553,-0.8096931397285936,0.5844980599973062,-0.7067615678738992,0.42310214239947214,0.21570841652967127,0.4,0.3144446537066595,0.02307099714146943,0.5995000410069451,0.4107760812331508,True,True,2,3,3,3,2,3,3,2,2,3,4,2,3,1,3,3,2,2,4,2
241,Fortified AI,0.24195102082847347,-0.7489588195237734,-0.39859765377126666,-0.6451865969898916,-0.48549252563593254,0.5787802024638565,0.5,-0.1032686464942686,0.2557718439666974,-1.3296883941981872,0.7396566433275408,True,True,4,3,4,2,3,4,3,3,3,2,2,2,2,4,2,3,3,4,2,5
242,Fortified AI,1.9660511324985623,-1.650245194737978,0.7297270049606345,-1.0037713934268964,1.5666778375272845,2.669012554865291,0.3,3.032376697431123,-0.12435487826853019,0.8621252132106317,0.19036962083410686,True,True,4,4,2,2,4,4,2,4,4,5,1,4,4,3,1,5,4,4,2,5
243,Fortified AI,-1.1685042047358216,1.0512048353545957,0.6656879680609507,1.7667831003581038,-0.019329391073709686,2.0910223027898667,0.6,1.2336571668942597,0.7942086256897503,0.4285015199763838,0.2781442127887708,True,True,3,3,5,3,1,2,4,2,1,1,3,2,2,3,3,2,2,2,5,1
244,Fortified AI,-0.4243524657059245,0.20906232469589328,-0.4911523343284199,-0.23097936305273314,1.2048468387729414,0.3755969073525598,0.7,-1.3557883915095306,-1.1773218648258361,-0.294159370505609,-0.7829821730160353,True,True,4,2,4,2,4,2,3,1,2,3,5,3,2,3,4,2,3,4,5,1
245,Fortified AI,0.024810271806883468,-1.2468636486245925,1.9006332333764575,-1.7019571646731393,2.2539026431052096,0.13547866409710546,0.2,-0.4142430311613269,3.0836644238950015,-0.37254566264032535,0.9148086036495091,True,True,4,4,4,3,2,4,2,3,5,2,2,3,2,4,4,3,3,3,3,4
246,Fortified AI,0.6381184358384071,-1.3637271800040358,-1.680709176868473,-0.29413554877507897,1.393756068224092,1.6872446498700304,0.5,0.4255762056950706,0.08513221001224455,-1.4627979123713,2.898896080790785,True,True,3,1,4,3,2,2,3,2,1,1,4,2,3,3,2,1,3,2,3,2
247,Fortified AI,-0.7517236133142473,-1.8339757689453513,0.7561819624948543,1.6279457194114746,0.4238883541502127,-0.13128411390908334,0.4,-0.39796773729997226,0.6080813795625438,1.699316264287063,0.005430693874050957,True,True,2,4,3,3,3,4,2,5,3,3,3,3,2,4,3,4,2,3,3,2
248,Fortified AI,-0.6884673699809879,-0.6793604718258411,0.5783274088370713,-2.281603389500098,0.8128701752867797,-0.5418169140405157,0.2,0.3439383757164687,0.485992965958688,0.17885378339767607,0.5751107920642644,True,True,2,2,4,4,3,1,5,1,2,3,3,3,3,2,3,2,2,2,5,2
249,Fortified AI,0.8384318089639836,0.3441223581924865,1.4205375845550194,-1.049918914479044,0.5663575383401278,1.7814821937360943,0.6,-1.332008573067913,,,,False,True,3,2,4,3,3,2,4,2,3,4,4,4,3,4,1,4,3,3,3,3
250,Fortified AI,0.29623568351397644,-1.112277562055906,0.13968549994139415,0.21872510502370224,-1.102729496687651,0.31285169061341744,0.3,-0.9553211427483498,1.1807607562627012,0.23074955136085645,0.5707961283481531,True,True,4,4,2,2,5,4,3,5,4,4,1,4,4,5,2,5,3,4,3,4
251,Fortified AI,1.5940035739935987,0.8850203394744895,-0.11709464962404623,0.09104639329331358,0.3909299450680015,0.8202907335931608,0.8,0.07449252276575294,-1.023113368339723,0.711198650312959,-0.9657788630915429,True,True,5,3,1,1,5,5,1,5,4,5,1,5,5,5,1,5,5,5,1,5
252,Fortified AI,-0.9508073060837949,-0.6265826378584912,-0.6496353681252988,0.3926572188038958,0.17162400701474556,0.29115868293089175,0.7,0.5851997762090824,-1.079028900418498,1.035225400719428,0.6093570282175587,True,True,3,3,3,4,4,2,4,3,1,1,4,1,4,2,3,1,3,4,1,1
253,Fortified AI,-1.1995320792445552,0.03630290507298046,-0.9576552780839548,0.35663710721770525,1.3425297185795442,-1.0241116067445288,0.5,-1.931963633743519,-0.6571572300054253,0.021410744560285685,0.319525311426456,True,False,2,2,3,3,2,1,4,2,1,2,5,2,2,1,4,2,3,3,3,5
254,Fortified AI,-2.2744342325507514,-0.5493173609175899,0.038572207610862726,-0.06764691099109797,0.1509535006051514,0.9548348043305295,0.8,1.0885538204140601,-1.2388733660672897,-0.3651514704596025,-1.2156396209645821,True,True,3,3,3,3,3,3,3,3,3,2,4,2,2,3,5,3,4,2,2,3
255,Fortified AI,-0.7588839197974713,-1.7441388700929608,-0.1424176440761231,-0.18992060927945506,-1.352152527112982,0.4455078874389305,0.6,-0.08892427781324366,,,,False,True,3,4,3,4,3,3,3,3,3,2,2,4,3,3,2,3,2,3,4,3
256,Fortified AI,-0.2867171231251886,1.6647234367242731,-1.1218159144316022,-1.9503082000633054,-0.731141729416145,0.07308075450873164,0.5,0.32935007632196145,-1.303202294663261,2.4817531443421474,-0.6520799734543453,True,True,4,5,1,2,5,5,2,5,4,5,2,5,4,4,1,4,3,3,1,5
257,Fortified AI,-0.12085489786405607,-0.22386356338559904,1.2262163776159056,-0.5317715013500989,2.171176060348874,0.655793787262932,0.6,2.274043647895554,-1.7764793568558725,0.07742782668363869,2.0121134098177627,True,True,3,4,3,4,5,5,3,5,3,2,2,3,4,3,2,4,5,3,2,3
258,Fortified AI,1.872106334681709,0.8644077959558105,0.9512832310411038,1.115762698333694,1.099532985217155,0.965189462258425,0.3,0.05819226267118158,1.2364708983435455,0.3874199469066378,1.0434905091798359,True,True,4,5,2,2,5,5,1,4,4,4,1,5,5,5,2,5,4,4,1,4
259,Fortified AI,-0.07622373770849883,-1.174620075702086,0.6569549627210879,-0.44683127917009546,0.812447557221412,0.3199940362669543,0.6,1.2531069280051823,-0.08655002064575082,-1.1286346426541607,0.058225170898165646,True,True,4,4,2,2,4,3,1,4,3,4,1,5,4,5,2,4,4,4,1,3
260,Fortified AI,-1.384296078153534,0.5792277148534847,-1.0297000672400372,1.4354289821338753,0.04589559512967958,0.6698389633502884,0.7,-3.4469901925761315,0.5776101867297105,-0.6620504614538476,1.0295936862016688,True,True,2,1,5,4,1,1,5,1,2,1,5,2,1,3,5,2,1,2,4,2
261,Fortified AI,-0.7733300844343984,0.5489907189260954,-1.64667197127281,3.1135972724928935,1.4813626139132012,0.6519166584322323,0.6,0.19499877653021294,-0.03254893065173056,-1.2287531007237258,2.666415522290834,True,True,2,2,2,4,2,3,1,2,3,3,3,2,2,4,2,2,3,2,2,3
262,Fortified AI,1.376143170742362,0.9880896580086701,-1.2095752756008593,0.4848575051592617,-0.864325478890333,1.3326396734079284,0.3,-0.09432842625641996,0.22960883469593907,-0.0029677170325803845,-0.04335710381331721,True,True,3,3,4,2,3,4,3,3,5,3,3,4,3,3,1,4,3,2,4,3
263,Fortified AI,0.7062824460585903,0.4537629873516022,1.1805760382380484,1.7661142199819615,-0.758723234527975,1.8290597856824267,0.5,-0.42259771798669366,-0.19035417875871785,1.4666761173520115,-0.24675659776817332,True,True,2,3,4,3,3,3,2,4,2,1,5,3,4,2,4,2,3,3,3,2
264,Fortified AI,-0.8876327047945902,-1.6868067448130664,0.33846973519610524,0.13775038257063002,-0.023311075271552323,0.9758654368452395,0.4,-0.6720661191807914,0.9272982377421168,0.7232090117754902,-0.8823698335885578,True,True,1,1,5,4,1,2,5,1,1,1,4,2,1,1,4,2,1,1,5,1
265,Fortified AI,-1.7767335599668321,0.4450038904861981,1.4750453433407618,0.01680252923333547,0.7101978426100269,0.6983528589457206,0.9,0.20911405412850406,-0.11354204604497065,0.9651436521745782,0.7412899649769489,True,True,1,2,5,4,3,3,4,1,2,1,4,1,2,1,3,1,1,3,5,1
266,Fortified AI,-1.2121068879685903,2.6470951014995454,-0.3887866585083726,-0.13765048905457697,-0.8290985031885453,2.3421676389996766,0.6,-0.5014508927865886,-0.937968021546842,-1.5593028359136056,1.7062821279582359,True,True,1,2,3,4,2,2,5,2,2,2,5,1,1,2,3,3,2,1,3,3
267,Fortified AI,-0.9876993510348087,-0.7083294470902876,-0.3387995716656827,-0.3837467872527276,-0.18010599759156376,0.5283390886444679,0.7,-1.483029402593919,,,,False,True,1,1,4,5,1,1,5,2,3,3,4,3,1,1,5,1,1,1,5,3
268,Fortified AI,-0.27736980254267823,-0.6839774399266709,0.15512604213333556,0.7106950818155323,-2.603767677252676,-1.1361989663566958,0.5,-0.6456199224423711,-0.6644908130569088,0.9743727828489616,-1.9109133071399822,True,True,3,2,2,4,3,2,3,2,2,3,3,3,3,2,4,3,3,2,3,3
269,Fortified AI,1.5511105182229576,-0.7173743396409451,-1.2093005266388264,-1.3908255347705976,0.7323554847485535,2.364822769981284,0.7,0.9412339188629241,0.689117330236251,1.0980272701903777,1.0206561089522928,True,True,4,3,1,1,5,5,1,4,5,5,2,5,4,3,1,5,3,5,1,5
